employee_id,name,branch_id,role,hiring_date,salary
995,Kavya Smith,94,Teller,05-09-2008,67698
996,Anjali Patel,109,Teller,01-03-2003,58638
997,Vikram Kumar,29,Loan Officer,05-01-2022,172711
998,Arjun Martinez,97,Teller,17-05-2008,112879
999,David Chatterjee,43,Loan Officer,29-07-2000,90561
1000,Elizabeth Verma,119,Loan Officer,10-07-2018,39218
1001,Sarah Joshi,120,Customer Service,22-06-2011,143925
1002,Ritu Davis,94,Teller,29-09-2022,99831
1003,Rohan Reddy,143,Relationship Manager,22-12-2007,86779
1004,Joseph Chopra,81,Loan Officer,20-07-2014,129376
1005,Sanjay Johnson,4,Customer Service,06-12-2018,48035
1006,Ritu Joshi,91,Teller,18-06-2015,109046
1007,Deepak Sharma,117,Loan Officer,14-04-2005,159199
1008,Richard Iyer,16,Teller,28-04-2017,98525
1009,Rahul Mehta,16,Customer Service,22-11-2018,28063
1010,Sneha Kapoor,41,Teller,10-02-2003,62947
1011,Charles Smith,127,Relationship Manager,15-03-2004,36503
1012,Thomas Desai,80,Teller,25-02-2017,104028
1013,Robert Mehta,147,Customer Service,09-01-2003,83386
1014,Barbara Menon,131,Teller,17-05-2022,48128
1015,Priya Iyer,84,Customer Service,14-10-2002,132408
1016,Anjali Mehta,102,Loan Officer,24-01-2017,54844
1017,Suresh Patel,50,Loan Officer,05-04-2011,79939
1018,Linda Desai,14,Teller,27-10-2006,178130
1019,Arjun Bose,60,Teller,03-10-2008,38079
1020,Patricia Joshi,89,Teller,09-01-2019,65651
1021,Arjun Nair,28,Compliance Officer,20-04-2005,76311
1022,Joseph Malhotra,34,Loan Officer,18-10-2013,105327
1023,Charles Sharma,3,Teller,27-03-2025,65237
1024,Rahul Patel,111,Compliance Officer,16-07-2006,175444
1025,Sarah Chopra,135,Teller,15-08-2017,28823
1026,Manoj Williams,125,Loan Officer,17-05-2004,172104
1027,Rohan Kumar,57,Customer Service,13-03-2021,109289
1028,Meera Smith,90,Relationship Manager,29-04-2004,33819
1029,Neha Rao,145,Customer Service,25-07-2007,45730
1030,Richard Iyer,89,Loan Officer,02-09-2011,43663
1031,Sanjay Iyer,45,Compliance Officer,02-06-2009,71699
1032,Thomas Iyer,51,Teller,28-04-2004,78625
1033,Rohan Iyer,110,Compliance Officer,16-04-2016,125460
1034,Jennifer Gupta,67,Relationship Manager,02-07-2000,75302
1035,Robert Patel,126,Relationship Manager,30-12-2024,138217
1036,Amit Rao,130,Teller,28-04-2001,72657
1037,Linda Chopra,6,Teller,26-06-2008,68045
1038,Meera Reddy,109,Customer Service,20-08-2023,69855
1039,Suresh Kapoor,56,Branch Manager,10-12-2003,78037
1040,Kavya Chatterjee,78,Branch Manager,08-11-2001,155336
1041,Pooja Menon,40,Relationship Manager,27-11-2018,65530
1042,Sneha Brown,56,Customer Service,10-11-2001,69535
1043,John Kumar,50,Teller,11-11-2022,173447
1044,Thomas Miller,8,Loan Officer,20-06-2011,127369
1045,Anita Garcia,118,Teller,04-02-2022,56958
1046,Deepak Malhotra,22,Teller,25-03-2006,159963
1047,William Williams,57,Teller,03-08-2003,55843
1048,Anita Chatterjee,29,Relationship Manager,19-06-2024,52641
1049,Joseph Malhotra,25,Customer Service,25-02-2023,95645
1050,Jennifer Menon,57,Branch Manager,17-02-2008,133073
1051,Robert Singh,138,Loan Officer,15-04-2010,56774
1052,Joseph Desai,142,Customer Service,02-09-2014,142506
1053,Patricia Brown,58,Relationship Manager,28-05-2011,51819
1054,John Desai,76,Relationship Manager,02-03-2006,146827
1055,Joseph Jones,148,Branch Manager,14-07-2009,42573
1056,William Martinez,36,Relationship Manager,22-06-2015,98593
1057,Priya Brown,142,Branch Manager,17-12-2000,125306
1058,James Gupta,16,Loan Officer,15-07-2008,68368
1059,Richard Chopra,34,Relationship Manager,11-06-2007,121036
1060,Charles Rodriguez,51,Loan Officer,14-10-2001,132674
1061,Ajay Bose,6,Loan Officer,12-02-2003,126824
1062,Neha Mehta,123,Teller,06-08-2012,88328
1063,Anjali Mehta,129,Branch Manager,08-08-2002,145541
1064,Joseph Pillai,58,Branch Manager,06-10-2008,139212
1065,Charles Gupta,126,Customer Service,03-04-2014,77606
1066,Sarah Sharma,116,Loan Officer,17-03-2022,139479
1067,Anjali Menon,121,Teller,05-07-2002,167600
1068,Ajay Reddy,121,Relationship Manager,17-01-2011,152139
1069,Ajay Mehta,87,Teller,13-08-2002,139447
1070,Pooja Rodriguez,17,Relationship Manager,22-11-2010,144510
1071,Anita Miller,139,Teller,18-03-2012,150315
1072,Priya Garcia,92,Customer Service,24-04-2020,71946
1073,Meera Miller,136,Branch Manager,29-03-2011,137586
1074,Barbara Garcia,144,Relationship Manager,11-10-2023,58312
1075,Joseph Chopra,29,Teller,01-07-2003,82485
1076,Anjali Johnson,61,Relationship Manager,08-05-2001,170048
1077,Jessica Mehta,29,Branch Manager,11-02-2000,71020
1078,Elizabeth Pillai,8,Customer Service,24-01-2009,156230
1079,Priya Chopra,145,Branch Manager,26-11-2004,92222
1080,Susan Gupta,139,Teller,30-04-2002,59899
1081,Anjali Johnson,140,Loan Officer,29-12-2005,42748
1082,Deepak Chatterjee,133,Teller,11-10-2024,111329
1083,Richard Smith,98,Teller,03-05-2020,96594
1084,Rohan Singh,79,Customer Service,08-04-2023,105724
1085,Meera Singh,149,Loan Officer,20-03-2005,34557
1086,Pooja Garcia,83,Teller,26-04-2010,68754
1087,William Chopra,97,Teller,17-04-2010,28599
1088,Sneha Garcia,32,Teller,02-05-2019,73978
1089,Vikram Miller,113,Teller,08-02-2018,169587
1090,Neha Bose,123,Customer Service,05-02-2015,51151
1091,Mary Menon,102,Teller,07-12-2015,132779
1092,Richard Davis,75,Relationship Manager,28-06-2018,28878
1093,Suresh Joshi,30,Teller,05-09-2004,113400
1094,Elizabeth Joshi,6,Teller,20-01-2010,167982
1095,Richard Malhotra,95,Relationship Manager,26-09-2002,79847
1096,Susan Jones,103,Teller,23-11-2017,57968
1097,Linda Rodriguez,116,Loan Officer,14-02-2011,114721
1098,Michael Singh,143,Compliance Officer,10-05-2014,70399
1099,Joseph Menon,75,Relationship Manager,15-12-2006,163519
1100,Suresh Bose,125,Customer Service,11-07-2003,157047
1101,James Gupta,108,Teller,22-09-2024,127161
1102,Barbara Davis,42,Customer Service,15-06-2007,125134
1103,John Pillai,127,Compliance Officer,14-10-2002,119577
1104,Amit Rodriguez,8,Relationship Manager,11-10-2007,139764
1105,David Sharma,90,Teller,08-12-2022,97951
1106,Divya Pillai,142,Loan Officer,22-08-2006,175401
1107,Amit Reddy,99,Teller,29-01-2025,80545
1108,Divya Davis,141,Teller,17-09-2011,29358
1109,Neha Smith,9,Customer Service,26-11-2021,134179
1110,Sarah Gupta,80,Teller,06-08-2016,128658
1111,Suresh Menon,118,Teller,11-02-2001,177109
1112,Karen Gupta,97,Teller,11-12-2012,88089
1113,Kiran Singh,133,Loan Officer,06-08-2010,92563
1114,Meera Davis,70,Teller,13-02-2005,113424
1115,Sneha Malhotra,103,Loan Officer,23-12-2013,87615
1116,Arjun Malhotra,63,Teller,13-08-2002,147298
1117,David Mehta,131,Compliance Officer,30-09-2017,93073
1118,Manoj Malhotra,18,Teller,20-11-2020,147110
1119,Arjun Rao,39,Branch Manager,09-05-2002,92682
1120,Deepak Verma,15,Teller,07-03-2012,62214
1121,David Chopra,106,Teller,30-07-2001,178574
1122,Divya Chatterjee,35,Teller,23-11-2009,108025
1123,Karen Chatterjee,48,Teller,24-07-2006,135430
1124,Linda Miller,126,Teller,30-12-2000,117872
1125,Linda Singh,55,Loan Officer,07-06-2020,82596
1126,Amit Smith,22,Customer Service,20-04-2011,175765
1127,Susan Rao,4,Teller,08-02-2019,84468
1128,Robert Rao,35,Loan Officer,02-12-2014,178950
1129,Sarah Sharma,138,Customer Service,05-04-2022,93481
1130,Neha Menon,83,Teller,04-05-2025,31442
1131,Susan Desai,150,Loan Officer,21-04-2015,33580
1132,Ajay Johnson,33,Teller,13-12-2008,175995
1133,Sanjay Miller,53,Teller,30-09-2010,108228
1134,Rohan Miller,25,Loan Officer,23-12-2020,86920
1135,Kiran Desai,60,Compliance Officer,04-11-2010,151329
1136,Sarah Nair,85,Compliance Officer,17-03-2013,121806
1137,Jennifer Kumar,122,Compliance Officer,05-12-2004,128406
1138,Mary Bose,56,Loan Officer,28-02-2025,132188
1139,Kiran Malhotra,116,Teller,16-07-2016,58159
1140,Ajay Williams,94,Teller,23-05-2008,41416
1141,Pooja Jones,44,Teller,14-11-2014,138661
1142,Robert Verma,137,Teller,12-03-2010,31314
1143,Richard Sharma,66,Teller,08-12-2003,137357
1144,Mary Chopra,23,Loan Officer,26-03-2022,47749
1145,John Jones,145,Teller,05-07-2022,67905
1146,David Verma,138,Teller,21-03-2021,135579
1147,Amit Davis,8,Customer Service,13-05-2009,122676
1148,John Garcia,136,Loan Officer,08-07-2006,146793
1149,Meera Garcia,143,Relationship Manager,06-04-2001,120864
1150,Charles Garcia,125,Teller,04-08-2018,35273
1151,David Reddy,39,Branch Manager,01-05-2008,155647
1152,Rohan Gupta,95,Teller,08-02-2022,60793
1153,Divya Patel,81,Loan Officer,04-04-2003,48682
1154,Richard Iyer,94,Teller,26-07-2003,161537
1155,Mary Chopra,93,Teller,17-01-2012,57615
1156,John Chatterjee,96,Customer Service,21-04-2024,109482
1157,Ritu Nair,78,Teller,14-09-2016,101867
1158,Robert Kapoor,104,Teller,30-03-2022,144965
1159,Neha Chopra,79,Relationship Manager,21-02-2015,34710
1160,Jessica Singh,3,Teller,21-12-2020,44217
1161,Sanjay Jones,6,Customer Service,28-08-2021,91170
1162,John Menon,144,Branch Manager,06-11-2021,99935
1163,Anjali Jones,137,Teller,18-06-2010,147809
1164,Kavya Gupta,88,Loan Officer,14-09-2009,120071
1165,Charles Kapoor,27,Teller,11-01-2025,50604
1166,William Gupta,118,Customer Service,24-03-2019,176789
1167,Meera Davis,22,Teller,25-04-2023,97912
1168,Richard Joshi,57,Teller,12-08-2023,174617
1169,Anita Williams,50,Teller,15-11-2018,178444
1170,Thomas Davis,2,Relationship Manager,08-07-2004,35854
1171,Elizabeth Menon,122,Customer Service,29-05-2014,104899
1172,Sarah Kumar,77,Relationship Manager,03-08-2018,92149
1173,Michael Williams,48,Customer Service,05-05-2019,103745
1174,James Chopra,77,Customer Service,03-05-2024,75110
1175,Barbara Menon,1,Loan Officer,23-04-2008,112936
1176,Robert Williams,66,Relationship Manager,10-09-2007,102813
1177,Sarah Gupta,78,Branch Manager,21-08-2024,56272
1178,Suresh Iyer,51,Loan Officer,23-01-2025,71853
1179,Michael Brown,125,Customer Service,27-07-2004,50368
1180,James Miller,38,Branch Manager,13-08-2009,156227
1181,Robert Garcia,21,Teller,05-02-2024,130957
1182,Anita Garcia,80,Loan Officer,28-01-2005,86904
1183,Barbara Gupta,134,Teller,27-11-2019,88156
1184,Anita Patel,57,Relationship Manager,08-11-2002,40023
1185,Mary Davis,7,Loan Officer,13-07-2004,72065
1186,Susan Rodriguez,146,Relationship Manager,13-12-2019,168512
1187,Thomas Garcia,67,Loan Officer,10-06-2015,32771
1188,Sarah Malhotra,26,Customer Service,08-10-2021,50210
1189,Priya Miller,93,Teller,22-10-2007,156599
1190,Divya Joshi,48,Relationship Manager,19-06-2015,107089
1191,Karen Reddy,141,Loan Officer,21-10-2018,32913
1192,Ritu Bose,45,Teller,09-06-2008,102444
1193,Rohan Kapoor,83,Teller,25-05-2011,141997
1194,David Davis,82,Teller,09-10-2013,80450
1195,Elizabeth Mehta,37,Loan Officer,04-12-2021,86062
1196,Susan Rodriguez,75,Customer Service,02-01-2010,123960
1197,Sneha Brown,17,Relationship Manager,24-12-2016,119000
1198,Elizabeth Davis,97,Customer Service,10-12-2023,165242
1199,Deepak Rodriguez,114,Branch Manager,18-05-2019,65647
1200,Karen Jones,143,Loan Officer,16-02-2025,69962
1201,Suresh Smith,49,Relationship Manager,30-10-2014,51620
1202,Kavya Pillai,43,Relationship Manager,02-03-2007,129067
1203,Susan Nair,83,Teller,13-03-2025,109074
1204,Elizabeth Gupta,104,Compliance Officer,19-05-2016,80736
1205,Pooja Joshi,149,Loan Officer,19-02-2006,133733
1206,Susan Miller,4,Relationship Manager,23-01-2008,85256
1207,David Gupta,36,Compliance Officer,31-08-2006,57714
1208,Kiran Chatterjee,40,Customer Service,09-03-2021,110056
1209,Karen Mehta,39,Teller,09-05-2002,94326
1210,Mary Verma,70,Customer Service,21-10-2018,89620
1211,Anita Davis,131,Teller,29-01-2014,95587
1212,Charles Johnson,5,Customer Service,13-11-2001,166958
1213,Suresh Williams,123,Teller,03-08-2015,60828
1214,Rahul Jones,93,Customer Service,21-02-2019,69923
1215,Linda Malhotra,93,Relationship Manager,14-06-2018,113887
1216,Michael Kapoor,102,Teller,10-07-2008,35098
1217,Sneha Patel,18,Loan Officer,29-02-2004,50182
1218,Mary Malhotra,113,Customer Service,23-04-2000,114083
1219,Susan Jones,38,Loan Officer,19-02-2009,105481
1220,Jennifer Miller,78,Teller,25-01-2016,127228
1221,James Verma,102,Teller,15-12-2000,45241
1222,Deepak Joshi,91,Loan Officer,19-05-2025,157789
1223,Patricia Mehta,49,Customer Service,22-11-2014,101802
1224,James Chatterjee,60,Customer Service,27-06-2007,51564
1225,Kiran Davis,72,Teller,14-06-2024,75363
1226,Linda Chatterjee,7,Loan Officer,03-09-2004,62573
1227,Manoj Williams,109,Loan Officer,28-02-2007,96741
1228,Mary Miller,15,Teller,26-08-2009,99346
1229,Michael Nair,69,Customer Service,24-10-2010,93929
1230,Robert Johnson,99,Teller,14-04-2025,98073
1231,Kavya Chatterjee,13,Branch Manager,18-05-2006,166005
1232,Vikram Desai,150,Relationship Manager,22-09-2024,173790
1233,Karen Reddy,57,Branch Manager,25-10-2008,102470
1234,Elizabeth Martinez,3,Customer Service,01-04-2007,174379
1235,Patricia Williams,99,Teller,21-03-2016,152411
1236,Amit Mehta,84,Teller,19-08-2017,152633
1237,Elizabeth Reddy,97,Teller,07-10-2008,62299
1238,Sneha Chopra,113,Customer Service,29-05-2003,94640
1239,Kavya Mehta,72,Relationship Manager,24-01-2010,81516
1240,Ritu Brown,125,Teller,25-09-2013,42660
1241,Anita Brown,56,Teller,06-01-2001,39413
1242,James Malhotra,82,Teller,31-12-2001,122609
1243,Barbara Jones,24,Customer Service,01-05-2023,91953
1244,Ritu Pillai,93,Customer Service,28-11-2000,153509
1245,Rohan Brown,40,Customer Service,05-05-2010,129642
1246,Vikram Kumar,105,Relationship Manager,01-06-2019,40946
1247,Charles Menon,121,Teller,04-05-2008,155401
1248,Michael Patel,129,Customer Service,28-07-2012,103406
1249,Anjali Johnson,140,Customer Service,13-03-2002,114019
1250,Sanjay Desai,19,Teller,10-03-2020,174784
1251,Meera Garcia,21,Relationship Manager,13-02-2016,125291
1252,Suresh Nair,139,Teller,23-08-2021,31387
1253,Barbara Menon,58,Customer Service,14-12-2021,54944
1254,David Chopra,4,Customer Service,30-11-2008,92804
1255,David Johnson,44,Relationship Manager,17-01-2001,33655
1256,Deepak Bose,126,Branch Manager,20-10-2008,53455
1257,Priya Jones,54,Teller,10-09-2003,148336
1258,Charles Chopra,12,Relationship Manager,21-07-2013,49703
1259,Ajay Mehta,109,Customer Service,20-09-2003,53389
1260,Sneha Rodriguez,30,Branch Manager,07-06-2023,104711
1261,Deepak Gupta,53,Customer Service,22-04-2015,41857
1262,Meera Brown,1,Teller,06-06-2006,66863
1263,Patricia Menon,91,Customer Service,31-05-2023,170509
1264,Joseph Davis,67,Relationship Manager,15-02-2011,123983
1265,Pooja Martinez,131,Teller,22-09-2003,174455
1266,Manoj Nair,51,Loan Officer,26-09-2008,81846
1267,Michael Singh,31,Compliance Officer,19-06-2019,121671
1268,Susan Nair,25,Customer Service,28-08-2006,64261
1269,Priya Nair,31,Relationship Manager,10-03-2007,85552
1270,Divya Rao,68,Loan Officer,09-04-2006,54547
1271,Robert Chatterjee,14,Compliance Officer,12-05-2011,154652
1272,Sneha Verma,61,Teller,01-02-2004,55975
1273,Richard Bose,129,Branch Manager,14-04-2010,59117
1274,William Malhotra,116,Loan Officer,03-02-2009,98498
1275,Rohan Pillai,96,Customer Service,12-02-2007,93267
1276,Thomas Joshi,134,Relationship Manager,17-09-2019,75703
1277,Neha Malhotra,118,Customer Service,06-06-2008,82266
1278,Susan Davis,98,Customer Service,31-08-2017,72843
1279,Manoj Malhotra,130,Loan Officer,22-04-2018,166730
1280,Patricia Chopra,19,Branch Manager,03-12-2016,116216
1281,Suresh Rodriguez,123,Branch Manager,05-11-2006,167806
1282,Mary Singh,45,Teller,29-01-2021,177995
1283,Pooja Davis,110,Branch Manager,04-01-2006,126934
1284,Joseph Nair,137,Relationship Manager,16-01-2007,153500
1285,Jessica Malhotra,75,Customer Service,28-03-2022,44832
1286,James Garcia,14,Customer Service,19-08-2008,172311
1287,Kavya Sharma,56,Loan Officer,18-09-2017,101293
1288,Michael Malhotra,62,Branch Manager,12-08-2015,136442
1289,Arjun Patel,141,Teller,29-01-2022,65289
1290,Rahul Pillai,142,Loan Officer,04-01-2018,42516
1291,Ritu Smith,86,Loan Officer,20-10-2014,162507
1292,Rahul Kumar,143,Teller,30-07-2021,96316
1293,Richard Bose,66,Teller,30-07-2007,49037
1294,Pooja Joshi,62,Customer Service,29-07-2009,128088
1295,Manoj Jones,126,Loan Officer,06-10-2001,36255
1296,Susan Menon,101,Loan Officer,30-09-2017,96471
1297,Jennifer Verma,79,Teller,21-05-2018,135073
1298,Anjali Sharma,69,Branch Manager,11-01-2019,137503
1299,Michael Sharma,106,Loan Officer,28-03-2003,96899
1300,Sneha Kapoor,114,Loan Officer,06-12-2016,84234
1301,Elizabeth Kapoor,74,Customer Service,26-05-2019,155431
1302,Jennifer Iyer,5,Teller,06-03-2005,56079
1303,Sanjay Williams,16,Relationship Manager,18-03-2023,39343
1304,Jennifer Menon,22,Teller,17-07-2010,51840
1305,Arjun Miller,70,Loan Officer,21-02-2019,149763
1306,Kavya Williams,93,Teller,24-06-2013,99425
1307,John Rao,121,Branch Manager,18-09-2016,33674
1308,Linda Gupta,35,Teller,03-12-2015,53653
1309,Divya Mehta,118,Relationship Manager,17-07-2016,32266
1310,Anita Desai,100,Loan Officer,22-10-2019,151793
1311,Robert Williams,8,Customer Service,26-12-2022,98119
1312,Meera Rodriguez,53,Teller,07-07-2007,38345
1313,David Nair,46,Teller,16-12-2015,61636
1314,James Malhotra,133,Loan Officer,20-02-2015,121701
1315,Deepak Mehta,139,Branch Manager,30-04-2008,118245
1316,James Verma,123,Loan Officer,30-03-2009,152531
1317,Priya Mehta,80,Compliance Officer,20-04-2007,31924
1318,Meera Menon,74,Customer Service,25-10-2020,38548
1319,Amit Iyer,47,Compliance Officer,23-07-2010,33379
1320,Amit Desai,116,Teller,19-05-2016,87897
1321,Jessica Malhotra,13,Customer Service,16-10-2000,138526
1322,Jennifer Martinez,41,Customer Service,18-12-2001,128776
1323,Amit Davis,21,Customer Service,12-08-2003,59945
1324,Anjali Malhotra,75,Compliance Officer,23-03-2020,127900
1325,Patricia Miller,45,Customer Service,17-11-2022,127775
1326,Anjali Sharma,30,Relationship Manager,26-03-2012,57091
1327,Sarah Davis,57,Customer Service,24-06-2022,141988
1328,Rohan Mehta,130,Teller,09-11-2010,92188
1329,Michael Rodriguez,84,Customer Service,10-03-2024,37018
1330,Vikram Kapoor,124,Loan Officer,10-01-2006,87368
1331,Linda Pillai,138,Relationship Manager,15-11-2010,145002
1332,Barbara Bose,136,Relationship Manager,19-11-2009,133824
1333,Rahul Pillai,53,Teller,05-12-2019,68800
1334,John Smith,132,Teller,09-02-2001,143049
1335,Charles Patel,137,Teller,09-01-2008,87210
1336,Sneha Miller,144,Loan Officer,24-02-2015,97956
1337,Jennifer Joshi,53,Teller,11-09-2003,41169
1338,Richard Kumar,35,Customer Service,15-06-2012,179554
1339,Joseph Martinez,88,Customer Service,04-05-2025,155471
1340,Arjun Reddy,140,Relationship Manager,02-12-2020,57629
1341,Meera Mehta,136,Teller,07-10-2000,113230
1342,Ritu Iyer,86,Branch Manager,15-01-2015,146614
1343,Linda Iyer,23,Teller,08-03-2015,104709
1344,James Johnson,64,Relationship Manager,25-09-2001,60041
1345,John Patel,108,Teller,10-07-2016,175220
1346,Sneha Sharma,85,Teller,29-03-2013,68858
1347,Michael Bose,52,Teller,30-04-2017,78844
1348,Elizabeth Chatterjee,52,Relationship Manager,24-07-2007,84486
1349,Ritu Chopra,9,Teller,30-06-2006,163398
1350,Suresh Smith,44,Customer Service,14-09-2018,104001
1351,Ritu Chatterjee,101,Customer Service,04-05-2018,137392
1352,David Verma,37,Customer Service,01-07-2005,164984
1353,Vikram Gupta,150,Teller,26-11-2014,169136
1354,Vikram Pillai,13,Teller,25-01-2021,158177
1355,Linda Desai,89,Loan Officer,16-02-2005,165985
1356,Priya Johnson,75,Teller,27-07-2005,172130
1357,Rohan Sharma,125,Customer Service,12-07-2020,178636
1358,Thomas Chopra,134,Loan Officer,15-09-2017,125750
1359,Pooja Reddy,82,Loan Officer,06-12-2022,48014
1360,Arjun Davis,95,Teller,29-11-2019,45223
1361,Rohan Nair,105,Customer Service,24-03-2024,148994
1362,Rahul Chatterjee,79,Teller,19-10-2004,76053
1363,Sanjay Miller,28,Customer Service,29-11-2006,150283
1364,Amit Chopra,65,Teller,18-01-2006,170079
1365,David Chopra,37,Compliance Officer,29-05-2001,125944
1366,Sanjay Desai,70,Customer Service,20-10-2019,144173
1367,Rahul Rodriguez,93,Teller,26-10-2016,70386
1368,Meera Miller,32,Teller,09-03-2002,94049
1369,Michael Reddy,38,Teller,13-01-2005,174702
1370,Sarah Nair,124,Teller,05-11-2004,152161
1371,Deepak Gupta,57,Teller,29-03-2010,59072
1372,Rohan Malhotra,30,Relationship Manager,30-07-2011,170320
1373,Kiran Malhotra,107,Customer Service,06-05-2007,103935
1374,James Davis,108,Teller,22-08-2023,156267
1375,Mary Malhotra,124,Customer Service,29-05-2005,107266
1376,Divya Miller,114,Teller,12-04-2014,119791
1377,Joseph Gupta,149,Compliance Officer,17-02-2011,52598
1378,Rohan Smith,87,Teller,07-11-2009,79476
1379,Sarah Sharma,44,Customer Service,26-12-2020,137824
1380,Thomas Pillai,130,Customer Service,12-11-2024,156043
1381,Kiran Patel,40,Teller,24-02-2000,41507
1382,Patricia Kumar,44,Teller,14-10-2011,39683
1383,Sanjay Brown,125,Loan Officer,11-01-2003,133350
1384,Anjali Kapoor,133,Relationship Manager,09-01-2011,95958
1385,Neha Verma,51,Branch Manager,06-09-2015,156989
1386,Thomas Chopra,110,Customer Service,18-06-2010,38369
1387,Michael Joshi,139,Customer Service,09-11-2007,81108
1388,Arjun Nair,120,Relationship Manager,07-12-2007,33386
1389,Karen Brown,1,Loan Officer,15-08-2007,135831
1390,Michael Iyer,100,Branch Manager,11-04-2008,158393
1391,Joseph Brown,26,Customer Service,03-07-2009,51829
1392,Ajay Patel,127,Teller,25-06-2017,77243
1393,David Johnson,11,Relationship Manager,10-06-2002,156584
1394,Linda Kapoor,149,Teller,14-01-2001,34297
1395,Arjun Martinez,27,Teller,17-02-2013,172708
1396,William Miller,64,Relationship Manager,30-04-2017,162822
1397,Deepak Smith,36,Teller,29-07-2006,51209
1398,Suresh Desai,123,Teller,10-02-2005,49117
1399,Meera Chatterjee,60,Teller,17-11-2015,133162
1400,Deepak Bose,112,Branch Manager,06-10-2009,29534
1401,Elizabeth Johnson,11,Relationship Manager,15-09-2018,104886
1402,William Sharma,68,Teller,22-09-2003,38019
1403,Joseph Menon,137,Teller,18-01-2014,108787
1404,Karen Rao,140,Loan Officer,22-12-2009,81230
1405,Anjali Brown,32,Compliance Officer,15-07-2018,135386
1406,Pooja Jones,60,Teller,11-11-2012,161867
1407,Neha Davis,62,Compliance Officer,05-01-2009,102288
1408,Anjali Menon,85,Relationship Manager,22-01-2004,125548
1409,Neha Garcia,81,Teller,25-02-2004,119249
1410,Jessica Joshi,16,Relationship Manager,18-03-2019,177708
1411,Thomas Singh,115,Customer Service,03-10-2005,63096
1412,Rohan Joshi,34,Branch Manager,08-10-2012,64318
1413,Patricia Bose,48,Loan Officer,16-10-2020,85533
1414,Pooja Martinez,127,Relationship Manager,26-10-2022,139977
1415,Neha Bose,104,Customer Service,20-10-2006,159516
1416,Rahul Garcia,60,Customer Service,09-09-2019,70267
1417,Rohan Rodriguez,137,Compliance Officer,01-06-2008,44705
1418,Divya Miller,60,Loan Officer,01-02-2015,120514
1419,Kiran Brown,85,Relationship Manager,18-10-2004,118831
1420,Amit Williams,37,Relationship Manager,22-10-2017,84965
1421,Charles Garcia,28,Teller,26-06-2018,56011
1422,Robert Brown,74,Teller,11-08-2007,157180
1423,Sanjay Verma,85,Loan Officer,28-11-2011,156674
1424,Deepak Williams,121,Relationship Manager,28-06-2008,141624
1425,Kavya Johnson,59,Teller,17-10-2000,116014
1426,Suresh Menon,135,Customer Service,27-03-2003,67736
1427,Suresh Williams,92,Teller,25-05-2024,89263
1428,Divya Williams,11,Loan Officer,04-08-2011,38401
1429,Anita Smith,111,Customer Service,03-10-2003,65973
1430,Robert Brown,87,Teller,14-02-2001,96466
1431,James Nair,59,Relationship Manager,24-12-2008,94400
1432,William Bose,71,Teller,23-12-2024,40217
1433,Sarah Chopra,46,Relationship Manager,12-10-2009,173557
1434,Pooja Rao,93,Teller,09-06-2012,68772
1435,Charles Williams,86,Compliance Officer,01-06-2019,105399
1436,James Malhotra,68,Customer Service,18-12-2019,98718
1437,William Johnson,43,Teller,18-09-2000,99362
1438,Meera Mehta,60,Teller,26-02-2000,156444
1439,Meera Gupta,75,Teller,12-06-2023,141433
1440,Jessica Desai,71,Customer Service,13-09-2023,159880
1441,Manoj Martinez,47,Relationship Manager,01-06-2016,85615
1442,Rahul Kapoor,88,Loan Officer,24-06-2023,68303
1443,Kiran Patel,34,Loan Officer,28-02-2024,92968
1444,Anjali Nair,76,Customer Service,14-07-2007,113346
1445,Vikram Pillai,19,Branch Manager,09-10-2020,79216
1446,Thomas Kumar,71,Customer Service,04-06-2016,97928
1447,Vikram Gupta,118,Loan Officer,01-08-2023,50939
1448,Susan Patel,123,Customer Service,23-09-2003,116744
1449,Joseph Kumar,105,Compliance Officer,15-08-2000,136499
1450,Sneha Sharma,112,Loan Officer,29-01-2009,108127
1451,Amit Garcia,10,Teller,15-04-2000,160700
1452,Amit Iyer,52,Teller,04-04-2011,179343
1453,Jessica Williams,99,Customer Service,12-08-2020,165650
1454,Thomas Garcia,121,Teller,20-01-2008,42132
1455,James Gupta,88,Relationship Manager,07-11-2010,161882
1456,Sneha Malhotra,129,Customer Service,03-05-2009,78723
1457,Amit Malhotra,41,Branch Manager,06-08-2018,96671
1458,Kiran Davis,24,Customer Service,07-10-2006,90620
1459,Anita Gupta,13,Teller,02-05-2002,71178
1460,Karen Jones,88,Relationship Manager,16-11-2012,161338
1461,John Chopra,100,Teller,03-02-2021,124964
1462,William Davis,43,Customer Service,16-02-2012,174979
1463,Susan Malhotra,118,Relationship Manager,10-03-2005,173115
1464,Jessica Chatterjee,111,Customer Service,03-03-2001,91803
1465,Joseph Singh,55,Relationship Manager,28-12-2023,138511
1466,Thomas Martinez,36,Loan Officer,02-05-2019,104359
1467,Sanjay Pillai,112,Relationship Manager,14-12-2003,103216
1468,Jennifer Singh,101,Customer Service,17-11-2001,140425
1469,Susan Kapoor,26,Customer Service,14-04-2003,132698
1470,Michael Chatterjee,39,Teller,27-07-2009,166585
1471,Richard Desai,73,Teller,19-08-2020,145425
1472,Kavya Williams,77,Customer Service,24-01-2004,122565
1473,Mary Desai,25,Teller,22-10-2020,167728
1474,Susan Chopra,143,Customer Service,18-01-2000,43562
